"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","GRADE","ENROLLMENT"
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 4",32
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",37
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 5",31
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",18
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 6",25
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",16
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 7",24
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",13
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 8",12
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",103
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Early Education",267
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",2459
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",2498
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",3054
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",3182
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",3123
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",3150
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",2986
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",3151
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",2946
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",3084
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",2994
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",3342
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",3012
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",3132
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",2748
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",2921
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",2741
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",2812
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",2485
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",2697
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",2909
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",3106
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",2603
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",2750
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",2519
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",2487
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",2397
"2018-2019",13,"TRAVIS COUNTY",227901,"AUSTIN ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",2374
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",56
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Early Education",138
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",433
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",411
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",852
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",909
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",842
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",851
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",851
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",894
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",916
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",1002
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",923
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",1012
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",984
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",967
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",908
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",1004
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",922
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",1053
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",917
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",988
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",964
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",1050
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",928
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",1018
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",904
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",954
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",855
"2018-2019",13,"TRAVIS COUNTY",227904,"PFLUGERVILLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",899
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",11
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Early Education",32
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",323
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",328
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",342
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",331
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",319
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",324
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",309
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",350
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",325
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",358
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",352
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",353
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",353
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",372
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",390
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",359
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",356
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",413
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",325
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",339
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",325
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",336
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",349
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",343
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",292
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",317
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",262
"2018-2019",13,"TRAVIS COUNTY",227907,"MANOR ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",275
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",10
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Early Education",16
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",257
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",231
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",231
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",246
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",261
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",313
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",263
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",298
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",281
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",288
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",325
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",337
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",329
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",331
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",338
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",306
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",304
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",376
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",341
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",390
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",335
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",368
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",361
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",343
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",290
"2018-2019",13,"TRAVIS COUNTY",227909,"EANES ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",363
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",16
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Early Education",39
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",193
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",199
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",291
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",316
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",338
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",349
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",361
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",391
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",378
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",376
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",412
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",447
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",454
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",449
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",422
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",467
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",388
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",447
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",381
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",447
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",531
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",574
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",433
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",472
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",342
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",297
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",367
"2018-2019",13,"TRAVIS COUNTY",227910,"DEL VALLE ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",293
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",39
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",48
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",30
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",47
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",43
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",55
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",53
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",46
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",64
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",52
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",59
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",70
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",60
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",74
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",54
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",77
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",65
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",62
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",61
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",103
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",66
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",78
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",51
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",59
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",44
"2018-2019",13,"TRAVIS COUNTY",227912,"LAGO VISTA ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",43
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",10
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Early Education",42
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",61
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",51
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",364
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",367
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",359
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",397
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",369
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",401
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",373
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",393
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",373
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",430
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",411
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",446
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",424
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",459
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",420
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",472
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",447
"2018-2019",13,"TRAVIS COUNTY",227913,"LAKE TRAVIS ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",457
