DBN,School,Cohort Year,Cohort Category,Total Cohort #,Total Grads #,Total Grads   % of cohort,Total Regents #,Total Regents    % of cohort,Total Regents   % of grads,Advanced Regents #,Advanced   Regents   % of cohort,Advanced Regents    % of grads,Regents w/o Advanced  #,Regents w/o Advanced                          % of cohort,Regents w/o Advanced        % of grads,Local  #,Local   % of cohort,Local   % of grads,Still Enrolled #,Still Enrolled    % of cohort,Dropped Out  #,Dropped Out    % of cohort
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2003,6 Year,282,163,57.8%,93,33.0%,57.1%,18,6.4%,11.0%,75,26.6%,46.0%,70,24.8%,42.9%,12,4.3%,82,29.1%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2004,4 Year  June,276,128,46.4%,90,32.6%,70.3%,15,5.4%,11.7%,75,27.2%,58.6%,38,13.8%,29.7%,88,31.9%,50,18.1%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2004,5 Year  June,283,158,55.8%,105,37.1%,66.5%,16,5.7%,10.1%,89,31.4%,56.3%,53,18.7%,33.5%,40,14.1%,57,20.1%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2004,6 Year,273,172,63.0%,110,40.3%,64.0%,16,5.9%,9.3%,94,34.4%,54.7%,62,22.7%,36.0%,22,8.1%,61,22.3%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2005,4 Year  June,263,115,43.7%,86,32.7%,74.8%,4,1.5%,3.5%,82,31.2%,71.3%,29,11.0%,25.2%,102,38.8%,39,14.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2005,4 Year August,263,132,50.2%,97,36.9%,73.5%,5,1.9%,3.8%,92,35.0%,69.7%,35,13.3%,26.5%,85,32.3%,39,14.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2005,5 Year  June,252,153,60.7%,102,40.5%,66.7%,5,2.0%,3.3%,97,38.5%,63.4%,51,20.2%,33.3%,14,5.6%,74,29.4%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2005,6 Year,250,163,65.2%,108,43.2%,66.3%,5,2.0%,3.1%,103,41.2%,63.2%,55,22.0%,33.7%,3,1.2%,74,29.6%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2006,4 Year  June,281,119,42.3%,94,33.5%,79.0%,2,0.7%,1.7%,92,32.7%,77.3%,25,8.9%,21.0%,87,31.0%,60,21.4%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2006,4 Year August,281,144,51.2%,111,39.5%,77.1%,3,1.1%,2.1%,108,38.4%,75.0%,33,11.7%,22.9%,63,22.4%,59,21.0%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2006,5 Year  June,265,155,58.5%,116,43.8%,74.8%,3,1.1%,1.9%,113,42.6%,72.9%,39,14.7%,25.2%,17,6.4%,77,29.1%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2006,5 Year August,265,158,59.6%,119,44.9%,75.3%,3,1.1%,1.9%,116,43.8%,73.4%,39,14.7%,24.7%,15,5.7%,76,28.7%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2006,6 Year,264,167,63.3%,124,47.0%,74.3%,3,1.1%,1.8%,121,45.8%,72.5%,43,16.3%,25.7%,5,1.9%,77,29.2%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2007,4 Year  June,282,130,46.1%,115,40.8%,88.5%,5,1.8%,3.8%,110,39.0%,84.6%,15,5.3%,11.5%,80,28.4%,59,20.9%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2007,4 Year August,282,142,50.4%,121,42.9%,85.2%,5,1.8%,3.5%,116,41.1%,81.7%,21,7.4%,14.8%,71,25.2%,59,20.9%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2007,5 Year  June,272,157,57.7%,129,47.4%,82.2%,5,1.8%,3.2%,124,45.6%,79.0%,28,10.3%,17.8%,17,6.3%,89,32.7%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2007,5 Year August,272,158,58.1%,129,47.4%,81.6%,5,1.8%,3.2%,124,45.6%,78.5%,29,10.7%,18.4%,16,5.9%,89,32.7%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2007,6 Year,269,164,61.0%,131,48.7%,79.9%,5,1.9%,3.0%,126,46.8%,76.8%,33,12.3%,20.1%,7,2.6%,91,33.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2008,4 Year  June,293,183,62.5%,173,59.0%,94.5%,9,3.1%,4.9%,164,56.0%,89.6%,10,3.4%,5.5%,53,18.1%,52,17.7%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2008,4 Year August,293,189,64.5%,179,61.1%,94.7%,9,3.1%,4.8%,170,58.0%,89.9%,10,3.4%,5.3%,47,16.0%,52,17.7%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2008,5 Year  June,278,194,69.8%,183,65.8%,94.3%,9,3.2%,4.6%,174,62.6%,89.7%,11,4.0%,5.7%,18,6.5%,59,21.2%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2008,5 Year August,278,194,69.8%,183,65.8%,94.3%,9,3.2%,4.6%,174,62.6%,89.7%,11,4.0%,5.7%,18,6.5%,59,21.2%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2008,6 Year,278,201,72.3%,189,68.0%,94.0%,9,3.2%,4.5%,180,64.7%,89.6%,12,4.3%,6.0%,8,2.9%,62,22.3%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2009,4 Year  June,264,144,54.5%,131,49.6%,91.0%,11,4.2%,7.6%,120,45.5%,83.3%,13,4.9%,9.0%,73,27.7%,39,14.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2009,4 Year August,264,161,61.0%,147,55.7%,91.3%,11,4.2%,6.8%,136,51.5%,84.5%,14,5.3%,8.7%,56,21.2%,39,14.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2009,5 Year  June,252,179,71.0%,161,63.9%,89.9%,11,4.4%,6.1%,150,59.5%,83.8%,18,7.1%,10.1%,22,8.7%,44,17.5%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2009,5 Year August,252,180,71.4%,162,64.3%,90.0%,11,4.4%,6.1%,151,59.9%,83.9%,18,7.1%,10.0%,22,8.7%,43,17.1%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2009,6 Year,249,184,73.9%,163,65.5%,88.6%,11,4.4%,6.0%,152,61.0%,82.6%,21,8.4%,11.4%,15,6.0%,43,17.3%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2010,4 Year  June,190,96,50.5%,85,44.7%,88.5%,4,2.1%,4.2%,81,42.6%,84.4%,11,5.8%,11.5%,58,30.5%,32,16.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2010,4 Year August,190,111,58.4%,98,51.6%,88.3%,4,2.1%,3.6%,94,49.5%,84.7%,13,6.8%,11.7%,43,22.6%,32,16.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2010,5 Year  June,185,122,65.9%,107,57.8%,87.7%,4,2.2%,3.3%,103,55.7%,84.4%,15,8.1%,12.3%,25,13.5%,35,18.9%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2010,5 Year August,185,122,65.9%,107,57.8%,87.7%,4,2.2%,3.3%,103,55.7%,84.4%,15,8.1%,12.3%,25,13.5%,35,18.9%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2011,4 Year  June,119,68,57.1%,62,52.1%,91.2%,2,1.7%,2.9%,60,50.4%,88.2%,6,5.0%,8.8%,32,26.9%,14,11.8%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2011,4 Year August,119,75,63.0%,68,57.1%,90.7%,2,1.7%,2.7%,66,55.5%,88.0%,7,5.9%,9.3%,25,21.0%,14,11.8%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2001,4 Year  June,132,81,61.4%,66,50.0%,81.5%,21,15.9%,25.9%,45,34.1%,55.6%,15,11.4%,18.5%,20,15.2%,28,21.2%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2001,5 Year  June,132,89,67.4%,67,50.8%,75.3%,22,16.7%,24.7%,45,34.1%,50.6%,22,16.7%,24.7%,6,4.5%,33,25.0%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2001,6 Year,132,90,68.2%,68,51.5%,75.6%,23,17.4%,25.6%,45,34.1%,50.0%,22,16.7%,24.4%,3,2.3%,34,25.8%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2002,4 Year  June,124,75,60.5%,55,44.4%,73.3%,18,14.5%,24.0%,37,29.8%,49.3%,20,16.1%,26.7%,32,25.8%,12,9.7%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2002,5 Year  June,124,85,68.5%,60,48.4%,70.6%,19,15.3%,22.4%,41,33.1%,48.2%,25,20.2%,29.4%,10,8.1%,21,16.9%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2002,6 Year,124,90,72.6%,62,50.0%,68.9%,19,15.3%,21.1%,43,34.7%,47.8%,28,22.6%,31.1%,0,0.0%,24,19.4%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2003,4 Year  June,146,87,59.6%,67,45.9%,77.0%,25,17.1%,28.7%,42,28.8%,48.3%,20,13.7%,23.0%,31,21.2%,25,17.1%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2003,5 Year  June,146,105,71.9%,72,49.3%,68.6%,25,17.1%,23.8%,47,32.2%,44.8%,33,22.6%,31.4%,2,1.4%,34,23.3%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2003,6 Year,146,104,71.2%,72,49.3%,69.2%,25,17.1%,24.0%,47,32.2%,45.2%,32,21.9%,30.8%,1,0.7%,33,22.6%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2004,4 Year  June,150,85,56.7%,66,44.0%,77.6%,29,19.3%,34.1%,37,24.7%,43.5%,19,12.7%,22.4%,37,24.7%,22,14.7%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2004,5 Year  June,150,100,66.7%,76,50.7%,76.0%,29,19.3%,29.0%,47,31.3%,47.0%,24,16.0%,24.0%,13,8.7%,26,17.3%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2004,6 Year,151,105,69.5%,77,51.0%,73.3%,29,19.2%,27.6%,48,31.8%,45.7%,28,18.5%,26.7%,10,6.6%,26,17.2%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2005,4 Year  June,134,81,60.4%,70,52.2%,86.4%,20,14.9%,24.7%,50,37.3%,61.7%,11,8.2%,13.6%,31,23.1%,15,11.2%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2005,4 Year August,134,87,64.9%,72,53.7%,82.8%,20,14.9%,23.0%,52,38.8%,59.8%,15,11.2%,17.2%,25,18.7%,15,11.2%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2005,5 Year  June,136,96,70.6%,79,58.1%,82.3%,20,14.7%,20.8%,59,43.4%,61.5%,17,12.5%,17.7%,11,8.1%,19,14.0%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2005,6 Year,134,98,73.1%,79,59.0%,80.6%,20,14.9%,20.4%,59,44.0%,60.2%,19,14.2%,19.4%,6,4.5%,21,15.7%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,4 Year  June,140,95,67.9%,79,56.4%,83.2%,26,18.6%,27.4%,53,37.9%,55.8%,16,11.4%,16.8%,17,12.1%,21,15.0%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,4 Year August,140,97,69.3%,79,56.4%,81.4%,26,18.6%,26.8%,53,37.9%,54.6%,18,12.9%,18.6%,15,10.7%,21,15.0%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,5 Year  June,137,102,74.5%,82,59.9%,80.4%,26,19.0%,25.5%,56,40.9%,54.9%,20,14.6%,19.6%,5,3.6%,23,16.8%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,5 Year August,137,102,74.5%,82,59.9%,80.4%,26,19.0%,25.5%,56,40.9%,54.9%,20,14.6%,19.6%,5,3.6%,23,16.8%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,6 Year,139,103,74.1%,82,59.0%,79.6%,26,18.7%,25.2%,56,40.3%,54.4%,21,15.1%,20.4%,4,2.9%,24,17.3%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,4 Year  June,177,117,66.1%,103,58.2%,88.0%,28,15.8%,23.9%,75,42.4%,64.1%,14,7.9%,12.0%,39,22.0%,18,10.2%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,4 Year August,177,128,72.3%,111,62.7%,86.7%,29,16.4%,22.7%,82,46.3%,64.1%,17,9.6%,13.3%,28,15.8%,18,10.2%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,5 Year  June,175,137,78.3%,114,65.1%,83.2%,29,16.6%,21.2%,85,48.6%,62.0%,23,13.1%,16.8%,3,1.7%,31,17.7%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,5 Year August,175,138,78.9%,115,65.7%,83.3%,29,16.6%,21.0%,86,49.1%,62.3%,23,13.1%,16.7%,3,1.7%,30,17.1%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,6 Year,174,140,80.5%,116,66.7%,82.9%,29,16.7%,20.7%,87,50.0%,62.1%,24,13.8%,17.1%,1,0.6%,29,16.7%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2008,4 Year  June,172,117,68.0%,106,61.6%,90.6%,26,15.1%,22.2%,80,46.5%,68.4%,11,6.4%,9.4%,30,17.4%,23,13.4%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2008,4 Year August,172,126,73.3%,115,66.9%,91.3%,26,15.1%,20.6%,89,51.7%,70.6%,11,6.4%,8.7%,21,12.2%,23,13.4%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2008,5 Year  June,171,129,75.4%,118,69.0%,91.5%,26,15.2%,20.2%,92,53.8%,71.3%,11,6.4%,8.5%,9,5.3%,30,17.5%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2008,5 Year August,171,130,76.0%,119,69.6%,91.5%,26,15.2%,20.0%,93,54.4%,71.5%,11,6.4%,8.5%,8,4.7%,30,17.5%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2008,6 Year,170,132,77.6%,120,70.6%,90.9%,26,15.3%,19.7%,94,55.3%,71.2%,12,7.1%,9.1%,4,2.4%,31,18.2%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2009,4 Year  June,153,97,63.4%,87,56.9%,89.7%,13,8.5%,13.4%,74,48.4%,76.3%,10,6.5%,10.3%,36,23.5%,16,10.5%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2009,4 Year August,153,115,75.2%,103,67.3%,89.6%,13,8.5%,11.3%,90,58.8%,78.3%,12,7.8%,10.4%,19,12.4%,16,10.5%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2009,5 Year  June,153,122,79.7%,107,69.9%,87.7%,13,8.5%,10.7%,94,61.4%,77.0%,15,9.8%,12.3%,9,5.9%,19,12.4%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2009,5 Year August,153,126,82.4%,111,72.5%,88.1%,13,8.5%,10.3%,98,64.1%,77.8%,15,9.8%,11.9%,5,3.3%,19,12.4%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2009,6 Year,151,126,83.4%,111,73.5%,88.1%,13,8.6%,10.3%,98,64.9%,77.8%,15,9.9%,11.9%,4,2.6%,19,12.6%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2010,4 Year  June,166,127,76.5%,121,72.9%,95.3%,23,13.9%,18.1%,98,59.0%,77.2%,6,3.6%,4.7%,30,18.1%,8,4.8%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2010,4 Year August,166,130,78.3%,124,74.7%,95.4%,23,13.9%,17.7%,101,60.8%,77.7%,6,3.6%,4.6%,27,16.3%,8,4.8%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2010,5 Year  June,165,139,84.2%,132,80.0%,95.0%,23,13.9%,16.5%,109,66.1%,78.4%,7,4.2%,5.0%,9,5.5%,15,9.1%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2010,5 Year August,165,140,84.8%,133,80.6%,95.0%,23,13.9%,16.4%,110,66.7%,78.6%,7,4.2%,5.0%,8,4.8%,15,9.1%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2011,4 Year  June,151,108,71.5%,103,68.2%,95.4%,19,12.6%,17.6%,84,55.6%,77.8%,5,3.3%,4.6%,37,24.5%,6,4.0%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2011,4 Year August,151,114,75.5%,107,70.9%,93.9%,19,12.6%,16.7%,88,58.3%,77.2%,7,4.6%,6.1%,31,20.5%,6,4.0%
21K728,LIBERATION DIPLOMA PLUS,2002,4 Year  June,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2002,5 Year  June,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2002,6 Year,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2003,4 Year  June,18,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2003,5 Year  June,18,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2003,6 Year,18,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2004,4 Year  June,50,2,4.0%,1,2.0%,50.0%,0,0.0%,0.0%,1,2.0%,50.0%,1,2.0%,50.0%,47,94.0%,0,0.0%
21K728,LIBERATION DIPLOMA PLUS,2004,5 Year  June,58,30,51.7%,10,17.2%,33.3%,1,1.7%,3.3%,9,15.5%,30.0%,20,34.5%,66.7%,24,41.4%,3,5.2%
21K728,LIBERATION DIPLOMA PLUS,2004,6 Year,62,50,80.6%,13,21.0%,26.0%,1,1.6%,2.0%,12,19.4%,24.0%,37,59.7%,74.0%,7,11.3%,3,4.8%
21K728,LIBERATION DIPLOMA PLUS,2005,4 Year  June,71,26,36.6%,13,18.3%,50.0%,0,0.0%,0.0%,13,18.3%,50.0%,13,18.3%,50.0%,40,56.3%,3,4.2%
21K728,LIBERATION DIPLOMA PLUS,2005,4 Year August,71,32,45.1%,15,21.1%,46.9%,0,0.0%,0.0%,15,21.1%,46.9%,17,23.9%,53.1%,34,47.9%,3,4.2%
21K728,LIBERATION DIPLOMA PLUS,2005,5 Year  June,81,48,59.3%,23,28.4%,47.9%,0,0.0%,0.0%,23,28.4%,47.9%,25,30.9%,52.1%,19,23.5%,8,9.9%
21K728,LIBERATION DIPLOMA PLUS,2005,6 Year,86,58,67.4%,26,30.2%,44.8%,0,0.0%,0.0%,26,30.2%,44.8%,32,37.2%,55.2%,10,11.6%,12,14.0%
21K728,LIBERATION DIPLOMA PLUS,2006,4 Year  June,65,17,26.2%,7,10.8%,41.2%,0,0.0%,0.0%,7,10.8%,41.2%,10,15.4%,58.8%,40,61.5%,8,12.3%
21K728,LIBERATION DIPLOMA PLUS,2006,4 Year August,65,20,30.8%,8,12.3%,40.0%,0,0.0%,0.0%,8,12.3%,40.0%,12,18.5%,60.0%,37,56.9%,8,12.3%
21K728,LIBERATION DIPLOMA PLUS,2006,5 Year  June,81,43,53.1%,18,22.2%,41.9%,0,0.0%,0.0%,18,22.2%,41.9%,25,30.9%,58.1%,18,22.2%,18,22.2%
21K728,LIBERATION DIPLOMA PLUS,2006,5 Year August,81,47,58.0%,18,22.2%,38.3%,0,0.0%,0.0%,18,22.2%,38.3%,29,35.8%,61.7%,14,17.3%,18,22.2%
21K728,LIBERATION DIPLOMA PLUS,2006,6 Year,85,59,69.4%,22,25.9%,37.3%,0,0.0%,0.0%,22,25.9%,37.3%,37,43.5%,62.7%,4,4.7%,20,23.5%
21K728,LIBERATION DIPLOMA PLUS,2007,4 Year  June,97,23,23.7%,16,16.5%,69.6%,0,0.0%,0.0%,16,16.5%,69.6%,7,7.2%,30.4%,51,52.6%,20,20.6%
21K728,LIBERATION DIPLOMA PLUS,2007,4 Year August,97,28,28.9%,19,19.6%,67.9%,0,0.0%,0.0%,19,19.6%,67.9%,9,9.3%,32.1%,46,47.4%,20,20.6%
21K728,LIBERATION DIPLOMA PLUS,2007,5 Year  June,107,41,38.3%,25,23.4%,61.0%,0,0.0%,0.0%,25,23.4%,61.0%,16,15.0%,39.0%,31,29.0%,32,29.9%
21K728,LIBERATION DIPLOMA PLUS,2007,5 Year August,107,45,42.1%,27,25.2%,60.0%,0,0.0%,0.0%,27,25.2%,60.0%,18,16.8%,40.0%,27,25.2%,32,29.9%
21K728,LIBERATION DIPLOMA PLUS,2007,6 Year,113,55,48.7%,27,23.9%,49.1%,0,0.0%,0.0%,27,23.9%,49.1%,28,24.8%,50.9%,12,10.6%,43,38.1%
21K728,LIBERATION DIPLOMA PLUS,2008,4 Year  June,87,16,18.4%,14,16.1%,87.5%,0,0.0%,0.0%,14,16.1%,87.5%,2,2.3%,12.5%,50,57.5%,21,24.1%
21K728,LIBERATION DIPLOMA PLUS,2008,4 Year August,87,19,21.8%,17,19.5%,89.5%,0,0.0%,0.0%,17,19.5%,89.5%,2,2.3%,10.5%,47,54.0%,21,24.1%
21K728,LIBERATION DIPLOMA PLUS,2008,5 Year  June,101,37,36.6%,33,32.7%,89.2%,0,0.0%,0.0%,33,32.7%,89.2%,4,4.0%,10.8%,29,28.7%,32,31.7%
21K728,LIBERATION DIPLOMA PLUS,2008,5 Year August,101,42,41.6%,38,37.6%,90.5%,0,0.0%,0.0%,38,37.6%,90.5%,4,4.0%,9.5%,24,23.8%,32,31.7%
21K728,LIBERATION DIPLOMA PLUS,2008,6 Year,104,48,46.2%,43,41.3%,89.6%,0,0.0%,0.0%,43,41.3%,89.6%,5,4.8%,10.4%,16,15.4%,36,34.6%
21K728,LIBERATION DIPLOMA PLUS,2009,4 Year  June,91,14,15.4%,10,11.0%,71.4%,0,0.0%,0.0%,10,11.0%,71.4%,4,4.4%,28.6%,46,50.5%,30,33.0%
21K728,LIBERATION DIPLOMA PLUS,2009,4 Year August,91,16,17.6%,12,13.2%,75.0%,0,0.0%,0.0%,12,13.2%,75.0%,4,4.4%,25.0%,44,48.4%,30,33.0%
21K728,LIBERATION DIPLOMA PLUS,2009,5 Year  June,116,31,26.7%,26,22.4%,83.9%,0,0.0%,0.0%,26,22.4%,83.9%,5,4.3%,16.1%,43,37.1%,41,35.3%
21K728,LIBERATION DIPLOMA PLUS,2009,5 Year August,116,33,28.4%,28,24.1%,84.8%,0,0.0%,0.0%,28,24.1%,84.8%,5,4.3%,15.2%,41,35.3%,41,35.3%
21K728,LIBERATION DIPLOMA PLUS,2009,6 Year,126,47,37.3%,40,31.7%,85.1%,0,0.0%,0.0%,40,31.7%,85.1%,7,5.6%,14.9%,26,20.6%,52,41.3%
21K728,LIBERATION DIPLOMA PLUS,2010,4 Year  June,68,8,11.8%,8,11.8%,100.0%,0,0.0%,0.0%,8,11.8%,100.0%,0,0.0%,0.0%,42,61.8%,16,23.5%
21K728,LIBERATION DIPLOMA PLUS,2010,4 Year August,68,9,13.2%,9,13.2%,100.0%,0,0.0%,0.0%,9,13.2%,100.0%,0,0.0%,0.0%,41,60.3%,16,23.5%
21K728,LIBERATION DIPLOMA PLUS,2010,5 Year  June,85,18,21.2%,16,18.8%,88.9%,0,0.0%,0.0%,16,18.8%,88.9%,2,2.4%,11.1%,35,41.2%,31,36.5%
21K728,LIBERATION DIPLOMA PLUS,2010,5 Year August,85,24,28.2%,21,24.7%,87.5%,0,0.0%,0.0%,21,24.7%,87.5%,3,3.5%,12.5%,29,34.1%,31,36.5%
21K728,LIBERATION DIPLOMA PLUS,2011,4 Year  June,74,9,12.2%,9,12.2%,100.0%,0,0.0%,0.0%,9,12.2%,100.0%,0,0.0%,0.0%,44,59.5%,20,27.0%
21K728,LIBERATION DIPLOMA PLUS,2011,4 Year August,74,11,14.9%,11,14.9%,100.0%,0,0.0%,0.0%,11,14.9%,100.0%,0,0.0%,0.0%,42,56.8%,20,27.0%
22K405,MIDWOOD HIGH SCHOOL,2001,4 Year  June,869,681,78.4%,610,70.2%,89.6%,430,49.5%,63.1%,180,20.7%,26.4%,71,8.2%,10.4%,145,16.7%,39,4.5%
22K405,MIDWOOD HIGH SCHOOL,2001,5 Year  June,869,753,86.7%,650,74.8%,86.3%,437,50.3%,58.0%,213,24.5%,28.3%,103,11.9%,13.7%,52,6.0%,59,6.8%
22K405,MIDWOOD HIGH SCHOOL,2001,6 Year,869,764,87.9%,655,75.4%,85.7%,437,50.3%,57.2%,218,25.1%,28.5%,109,12.5%,14.3%,12,1.4%,87,10.0%
22K405,MIDWOOD HIGH SCHOOL,2002,4 Year  June,750,619,82.5%,585,78.0%,94.5%,383,51.1%,61.9%,202,26.9%,32.6%,34,4.5%,5.5%,107,14.3%,17,2.3%
22K405,MIDWOOD HIGH SCHOOL,2002,5 Year  June,750,672,89.6%,614,81.9%,91.4%,387,51.6%,57.6%,227,30.3%,33.8%,58,7.7%,8.6%,25,3.3%,46,6.1%
22K405,MIDWOOD HIGH SCHOOL,2002,6 Year,750,685,91.3%,619,82.5%,90.4%,387,51.6%,56.5%,232,30.9%,33.9%,66,8.8%,9.6%,6,0.8%,51,6.8%
22K405,MIDWOOD HIGH SCHOOL,2003,4 Year  June,941,734,78.0%,669,71.1%,91.1%,473,50.3%,64.4%,196,20.8%,26.7%,65,6.9%,8.9%,154,16.4%,48,5.1%
22K405,MIDWOOD HIGH SCHOOL,2003,5 Year  June,941,818,86.9%,713,75.8%,87.2%,477,50.7%,58.3%,236,25.1%,28.9%,105,11.2%,12.8%,37,3.9%,80,8.5%
22K405,MIDWOOD HIGH SCHOOL,2003,6 Year,941,843,89.6%,720,76.5%,85.4%,477,50.7%,56.6%,243,25.8%,28.8%,123,13.1%,14.6%,7,0.7%,83,8.8%
22K405,MIDWOOD HIGH SCHOOL,2004,4 Year  June,939,746,79.4%,678,72.2%,90.9%,459,48.9%,61.5%,219,23.3%,29.4%,68,7.2%,9.1%,142,15.1%,48,5.1%
22K405,MIDWOOD HIGH SCHOOL,2004,5 Year  June,927,831,89.6%,724,78.1%,87.1%,463,49.9%,55.7%,261,28.2%,31.4%,107,11.5%,12.9%,42,4.5%,49,5.3%
22K405,MIDWOOD HIGH SCHOOL,2004,6 Year,933,850,91.1%,726,77.8%,85.4%,463,49.6%,54.5%,263,28.2%,30.9%,124,13.3%,14.6%,26,2.8%,54,5.8%
